Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015148,0.008241744,0.008285608,0.006528908,0.007741732,0.00767305,0.006535368,0.005220541,0.006427254,0.006640499,0.005338343,0.005300288,0.008612135,0.00862055,0.008375045,0.007403041,0.009248084
E01015149,0.009754801,0.008673357,0.009312073,0.009798134,0.010780118,0.009533445,0.009441624,0.009482214,0.010697421,0.011478277,0.011528094,0.01128324,0.011603635,0.013386901,0.013386901,0.013386901
E01015150,0.00788514,0.0095338,0.009760938,0.009350566,0.008009445,0.009847372,0.00973652,0.009960777,0.009859845,0.010535228,0.009239579,0.009228626,0.010089462,0.009809028,0.008673357,0.01082795
E01015151,0.006254911,0.006315814,0.006017952,0.004993706,0.004531203,0.00506286,0.00434633,0.004413124,0.004521896,0.004540548,0.004424951,0.005337106,0.005749597,0.006283232,0.006283232,0.006829436
E01015152,0.007688207,0.007803823,0.007627935,0.007403041,0.005679822,0.005622385,0.005550222,0.005659175,0.006299784,0.005841807,0.006112467,0.007049905,0.006933548,0.006567092,0.007883695,0.006567092
E01015153,0.006402333,0.007340212,0.004952301,0.006777769,0.005561356,0.006494995,0.006588453,0.007176066,0.006457278,0.007512146,0.006409425,0.006275081,0.007170233,0.007900636,0.007900636,0.007900636
E01015155,0.006897067,0.007546587,0.008180891,0.008375045,0.00486436,0.005930908,0.005661465,0.007288713,0.006748388,0.006622083,0.006336379,0.007078187,0.007725537,0.008315694,0.009502378,0.009502378
E01015156,0.003324738,0.003354465,0.004701769,0.00468484,0.004486939,0.00292194,0.00305962,0.002914374,0.004392274,0.00456566,0.004308643,0.005063106,0.003213974,0.00263261,0.004053606,0.00263261
E01015157,0.003145119,0.004797108,0.004545722,0.004467681,0.004392274,0.004114492,0.004978649,0.003782571,0.003619479,0.003275515,0.003881455,0.003757786,0.003684416,0.003621784,0.003621784,0.004264077
E01015158,0.002952601,0.003040336,0.00443343,0.004410886,0.004217858,0.004098293,0.003949033,0.003655064,0.002338998,0.003490814,0.002186051,0.004424951,0.003360102,0.003327875,0.004218627,0.004965957
